subject_code,subject_name,term,day,period,instructors,class_id,status,note
PHY401k,電磁気学および演習,後学期,金,3,宮本　洋子,,,
PHY401m,電磁気学および演習,後学期,火,1,谷口　淳子,,,
PHY401m,電磁気学および演習,後学期,火,2,谷口　淳子,,,
PHY401m,電磁気学および演習,後学期,水,3,森永　実,,,
PHY401m,電磁気学および演習,後学期,水,4,森永　実,,,
PHY401m,電磁気学および演習,後学期,水,3,斎藤　弘樹,,,
PHY401m,電磁気学および演習,後学期,水,4,斎藤　弘樹,,,
PHY401m,電磁気学および演習,後学期,金,2,宮本　洋子,,,
PHY401m,電磁気学および演習,後学期,金,3,宮本　洋子,,,
PHY401n,電磁気学および演習,後学期,火,1,谷口　淳子,,,
PHY401n,電磁気学および演習,後学期,火,2,谷口　淳子,,,
PHY401n,電磁気学および演習,後学期,水,3,森永　実,,,
PHY401n,電磁気学および演習,後学期,水,4,森永　実,,,
PHY401n,電磁気学および演習,後学期,水,3,斎藤　弘樹,,,
PHY401n,電磁気学および演習,後学期,水,4,斎藤　弘樹,,,
PHY401n,電磁気学および演習,後学期,金,2,宮本　洋子,,,
PHY401n,電磁気学および演習,後学期,金,3,宮本　洋子,,,
PHY401p,電磁気学および演習,後学期,火,1,谷口　淳子,,,
PHY401p,電磁気学および演習,後学期,火,2,谷口　淳子,,,
PHY401p,電磁気学および演習,後学期,水,3,森永　実,,,
PHY401p,電磁気学および演習,後学期,水,4,森永　実,,,
PHY401p,電磁気学および演習,後学期,水,3,斎藤　弘樹,,,
PHY401p,電磁気学および演習,後学期,水,4,斎藤　弘樹,,,
PHY401p,電磁気学および演習,後学期,金,2,宮本　洋子,,,
PHY401p,電磁気学および演習,後学期,金,3,宮本　洋子,,,
PHY401r,電磁気学および演習,後学期,火,1,谷口　淳子,,,
PHY401r,電磁気学および演習,後学期,火,2,谷口　淳子,,,
PHY401r,電磁気学および演習,後学期,水,3,森永　実,,,
PHY401r,電磁気学および演習,後学期,水,4,森永　実,,,
PHY401r,電磁気学および演習,後学期,水,3,斎藤　弘樹,,,
PHY401r,電磁気学および演習,後学期,水,4,斎藤　弘樹,,,
PHY401r,電磁気学および演習,後学期,金,2,宮本　洋子,,,
PHY401r,電磁気学および演習,後学期,金,3,宮本　洋子,,,
PHY402m,波動と光,後学期,月,3,庄司　暁,,,
PHY402m,波動と光,後学期,水,3,浅原　彰文,,,
PHY402m,波動と光,後学期,金,2,山口　浩一,,,
PHY402n,波動と光,後学期,月,3,庄司　暁,,,
PHY402n,波動と光,後学期,水,3,浅原　彰文,,,
PHY402n,波動と光,後学期,金,2,山口　浩一,,,
PHY402p,波動と光,後学期,月,3,庄司　暁,,,
PHY402p,波動と光,後学期,水,3,浅原　彰文,,,
PHY402p,波動と光,後学期,金,2,山口　浩一,,,
PHY402r,波動と光,後学期,月,3,庄司　暁,,,
PHY402r,波動と光,後学期,水,3,浅原　彰文,,,
PHY402r,波動と光,後学期,金,2,山口　浩一,,,
PHY501g,電磁気学第二,前学期,火,2,芳原　容英,,,
PHY501g,電磁気学第二,前学期,木,2,細川　敬祐,,,
PHY501h,電磁気学第二,前学期,火,2,芳原　容英,,,
PHY501h,電磁気学第二,前学期,木,2,細川　敬祐,,,
PHY501m,固体電子論,前学期,木,1,水柿　義直,,,
PHY501m,固体電子論,前学期,木,1,中村　淳,,,
PHY501n,固体電子論,前学期,木,1,水柿　義直,,,
PHY501n,固体電子論,前学期,木,1,中村　淳,,,
PHY501p,物理工学実験第一,前学期,水,2,宮本・池田・岩國・谷口・丹治・Nayak・落合（全担当者はその他欄に記載）,,,
PHY501p,物理工学実験第一,前学期,水,3,宮本・池田・岩國・谷口・丹治・Nayak・落合（全担当者はその他欄に記載）,,,
PHY501p,物理工学実験第一,前学期,水,4,宮本・池田・岩國・谷口・丹治・Nayak・落合（全担当者はその他欄に記載）,,,
PHY501p,物理工学実験第一,前学期,木,2,宮本・池田・岩國・谷口・丹治・Nayak・落合（全担当者はその他欄に記載）,,,
PHY501p,物理工学実験第一,前学期,木,3,宮本・池田・岩國・谷口・丹治・Nayak・落合（全担当者はその他欄に記載）,,,
PHY501p,物理工学実験第一,前学期,木,4,宮本・池田・岩國・谷口・丹治・Nayak・落合（全担当者はその他欄に記載）,,,
PHY507p,固体電子論,前学期,木,1,水柿　義直,,,
PHY507p,固体電子論,前学期,木,1,中村　淳,,,
PHY601n,光電子材料学,後学期,火,4,上野　芳康,,,
PHY601n,光電子材料学,後学期,木,3,山口　浩一,,,
PHY603m,光電子材料学,後学期,火,4,上野　芳康,,,
PHY603m,光電子材料学,後学期,木,3,山口　浩一,,,
PHY603n,熱・統計物理学応用,後学期,木,4,佐々木　成朗,,,
PHY603n,熱・統計物理学応用,後学期,木,4,長谷川　景郁,,,
PHY603p,熱・統計物理学応用,後学期,木,4,佐々木　成朗,,,
PHY603p,熱・統計物理学応用,後学期,木,4,長谷川　景郁,,,
PHY605m,熱・統計物理学応用,後学期,木,4,佐々木　成朗,,,
PHY605m,熱・統計物理学応用,後学期,木,4,長谷川　景郁,,,
RUS101z,露語第一,前学期,月,2,金沢　友緒,,,
RUS101z,露語第一,前学期,月,3,鈴木　佑梨,,,
RUS101z,露語第一,前学期,月,4,鈴木　佑梨,,,
RUS201z,露語第二,後学期,月,2,金沢　友緒,,,
RUS201z,露語第二,後学期,月,3,鈴木　佑梨,,,
RUS201z,露語第二,後学期,月,4,鈴木　佑梨,,,
UEC301z,総合コミュニケーション科学,前学期,,,庄野　逸,,,
UEC301z,総合コミュニケーション科学,後学期,,,庄野　逸,,,
UEC302m,UECパスポートプログラムA,前学期,月,1,谷口　淳子,,,
UEC302m,UECパスポートプログラムA,前学期,火,1,谷口　淳子,,,
UEC302m,UECパスポートプログラムA,前学期,,,谷口　淳子,,,
UEC302n,UECパスポートプログラムA,前学期,月,1,谷口　淳子,,,
UEC302n,UECパスポートプログラムA,前学期,火,1,谷口　淳子,,,
UEC302n,UECパスポートプログラムA,前学期,,,谷口　淳子,,,
UEC302p,UECパスポートプログラムA,前学期,月,1,谷口　淳子,,,
UEC302p,UECパスポートプログラムA,前学期,火,1,谷口　淳子,,,
UEC302p,UECパスポートプログラムA,前学期,,,谷口　淳子,,,
UEC302r,UECパスポートプログラムA,前学期,月,1,谷口　淳子,,,
UEC302r,UECパスポートプログラムA,前学期,火,1,谷口　淳子,,,
UEC302r,UECパスポートプログラムA,前学期,,,谷口　淳子,,,
UEC501m,UECパスポートプログラムB,前学期,月,2,谷口　淳子,,,
UEC501m,UECパスポートプログラムB,前学期,月,4,谷口　淳子,,,
UEC501m,UECパスポートプログラムB,前学期,月,2,谷口　淳子,,,
UEC501m,UECパスポートプログラムB,前学期,水,4,谷口　淳子,,,
UEC501m,UECパスポートプログラムB,前学期,,,谷口　淳子,,,
UEC501n,UECパスポートプログラムB,前学期,月,2,谷口　淳子,,,
UEC501n,UECパスポートプログラムB,前学期,月,4,谷口　淳子,,,
UEC501n,UECパスポートプログラムB,前学期,月,2,谷口　淳子,,,
UEC501n,UECパスポートプログラムB,前学期,水,4,谷口　淳子,,,
UEC501n,UECパスポートプログラムB,前学期,,,谷口　淳子,,,
UEC501p,UECパスポートプログラムB,前学期,月,2,谷口　淳子,,,
UEC501p,UECパスポートプログラムB,前学期,月,4,谷口　淳子,,,
UEC501p,UECパスポートプログラムB,前学期,月,2,谷口　淳子,,,
UEC501p,UECパスポートプログラムB,前学期,水,4,谷口　淳子,,,
UEC501p,UECパスポートプログラムB,前学期,,,谷口　淳子,,,
UEC501r,UECパスポートプログラムB,前学期,月,2,谷口　淳子,,,
UEC501r,UECパスポートプログラムB,前学期,月,4,谷口　淳子,,,
UEC501r,UECパスポートプログラムB,前学期,月,2,谷口　淳子,,,
UEC501r,UECパスポートプログラムB,前学期,水,4,谷口　淳子,,,
UEC501r,UECパスポートプログラムB,前学期,,,谷口　淳子,,,
